,Unnamed: 0.1,Unnamed: 0,file_name,key,duration,npvi,note_density,pc_dist1,pitch_range,genre,contains_mono,mono_chn,pc_dist2,iv_dist1,ivsize_dist1,ivdir_dist1,iv_dist2,complexity,originality,gradus
1954,1954,1045,MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_03_Track03_wav.midi,g,563.798958333345,43.5854248484018,5.47611952729527,[0.119074474451132 0.0398167746672044 0.0986602459185738 0.093472242514925 0.0428873241267617 0.104915082934624 0.0455938312896552 0.15296058751021 0.0785713451284835 0.0583008761104766 0.134475380325755 0.0312718350221731],73,classical,,,,,,,,,,
1955,1955,1046,MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_06_Track06_wav.midi,g,539.588541666672,51.2103448545977,4.6564898783311,[0.100613160488356 0.0212108629049654 0.164437608018661 0.0939756815266678 0.0512923632673183 0.0781335196132856 0.0517472084472745 0.161255589102182 0.0556657132337693 0.0667377307691359 0.126899584583123 0.0280309780452409],75,classical,,,,,,,,,,
1956,1956,1047,MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.midi,f#,259.760416666673,50.4929593163482,7.4495752647047,[0.0458585461398067 0.156414908368655 0.0903912874761005 0.0112412716586803 0.114080046270375 0.0473843165897309 0.127247437475668 0.0310326313286278 0.122439229289831 0.11353415605008 0.0350537141361132 0.105322455216244],72,classical,,,,,,,,,,
1957,1957,1048,MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,a,134.278124999998,42.7910883763033,7.09409371175567,[0.0929752786092469 0.0660370083700315 0.100082766494135 0.0724145576574045 0.0876619421961089 0.107521898415853 0.0500737511484848 0.0998681261880643 0.0787070521496826 0.117491226013731 0.0649390798570128 0.0622273129000801],78,classical,,,,,,,,,,
1958,1958,1049,MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--2.midi,g,514.197916666676,53.1529010441851,5.02428558960297,[0.107461016188145 0.0219036735609408 0.166952210394134 0.0946275644756525 0.0572014193420003 0.0723916748776615 0.0581182513111403 0.166188893464078 0.0460253565259262 0.0670888725420329 0.119359068959316 0.0226819983589451],75,classical,,,,,,,,,,
1959,1959,1050,MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_09_Track09_wav.midi,g#,1203.66666666657,50.7829190077396,6.34229365069054,[0.0927652246067551 0.0987494039200222 0.0315014602856784 0.125907375590215 0.117114760256881 0.0474115055976968 0.0733648646720404 0.0463678729559663 0.134520755545374 0.0822695938293976 0.036551494255173 0.113475688484788],76,classical,,,,,,,,,,
1960,1960,1051,MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_11_Track11_wav.midi,e,597.846875000015,44.6652915969979,7.73805763192846,[0.12060143097824 0.0619299065122756 0.0676446902231587 0.0752663882350267 0.141043661902059 0.0618421139517727 0.0704134969258783 0.0966355447898089 0.0672230628723521 0.0738250228054797 0.0512998433929709 0.11227483741095],77,classical,,,,,,,,,,
1961,1961,1052,MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_03_Track03_wav.midi,G,789.960416666682,64.164572136746,3.319694046907,[0.0816493187183794 0.0280312847084432 0.166879201088924 0.0154412312368077 0.118556777542633 0.0143100404757875 0.107547365940377 0.175151920263326 0.00209855138814106 0.156341485755651 0.00226591453905011 0.131726908342466],46,classical,,,,,,,,,,
1962,1962,1053,MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_05_Track05_wav.midi,D,128.924999999999,52.6272174393365,6.29495472186287,[0.0516392177936635 0.0404510735104097 0.229166358457083 0.00445066108563942 0.117652958867612 0.00258231020288414 0.0862965129794041 0.182331966693375 0.00233905964790307 0.181698766942355 0 0.101391113819487],46,classical,,,,,,,,,,
1963,1963,1054,MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_10_Track10_wav.midi,C,804.045833333334,49.6768143441233,4.8590003683891,[0.142916031225666 0.0227670207077626 0.118406952963483 0.0382962157557266 0.105410210867547 0.138692674323513 0.0177344862565078 0.16994430976031 0.0495718821753367 0.0564844535791184 0.0343530219537656 0.105422740431244],64,classical,,,,,,,,,,
1964,1964,1055,MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.midi,D,1001.28958333333,48.5691232336611,6.37170795713706,[0.0531528489978255 0.0827978139440616 0.11881548232903 0.0788651971825569 0.0501546830053352 0.0890064228351514 0.100357000802954 0.0686821818361302 0.0767632107432388 0.107142180162075 0.0844195757864788 0.0898434023751495],83,classical,,,,,,,,,,
1965,1965,1056,MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi,C,1846.26822916652,51.2068986395235,4.9709781071329,[0.140387404356139 0.0397840715597806 0.0935264630385435 0.0524233794888965 0.138006490773066 0.0862529115637241 0.0294590364752087 0.143113836293314 0.068299218183029 0.101460058611754 0.0247348656323236 0.0825522640242159],76,classical,,,,,,,,,,
1966,1966,1057,MIDI-Unprocessed_Schubert1-3_MID--AUDIO_05_R2_2018_wav.midi,c,1741.67057291658,51.8480198088945,4.77100671622707,[0.134201813165115 0.0774812713068006 0.0597058782370082 0.124818495288591 0.0496618056491902 0.082478649472617 0.0443956306930656 0.130174215884122 0.130192550595001 0.0410394477293765 0.0861981098428036 0.0396521321363034],75,classical,,,,,,,,,,
1967,1967,1058,MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi,A,2241.80338541661,53.4812586359096,4.07376698704244,[0.0468198599026281 0.127585145235388 0.0867306791675189 0.0208998079578969 0.142628408992534 0.0467198194455925 0.0998318082210039 0.052102686106548 0.0856594959429873 0.169805332748171 0.0177853880988839 0.103431568180841],71,classical,,,,,,,,,,
1968,1968,1059,MIDI-Unprocessed_Schubert10-12_MID--AUDIO_17_R2_2018_wav.midi,D,1893.99088541641,52.9870376278457,4.64610279733556,[0.074654116463218 0.066100838807136 0.16471740778115 0.0420083130437302 0.0896345910642547 0.039377669607666 0.105516950497245 0.12952712263844 0.024548375857961 0.112029773842408 0.040780207249901 0.111104633146885],72,classical,,,,,,,,,,
1969,1969,1060,MIDI-Unprocessed_Schubert10-12_MID--AUDIO_18_R2_2018_wav.midi,D,1987.19010416646,51.0675864302498,4.54097809349059,[0.0687164436706875 0.0660726904820457 0.172240503177988 0.0438956337488561 0.0894814980847271 0.0376944686223586 0.110054086758498 0.124268553221812 0.0237668758667301 0.113821147497624 0.0417129923113364 0.108275106557332],72,classical,,,,,,,,,,
1970,1970,1061,MIDI-Unprocessed_Schubert10-12_MID--AUDIO_20_R2_2018_wav.midi,D,2341.21744791658,47.3777020835855,5.35748265973464,[0.0502988377440766 0.0900805641951371 0.159445212900728 0.0174199998416792 0.135894089084177 0.0441607278897856 0.0835435848637881 0.0905544419606708 0.0372596665615138 0.161806556652505 0.0415081257738979 0.0880281925320364],72,classical,,,,,,,,,,
1971,1971,1062,MIDI-Unprocessed_Schubert4-6_MID--AUDIO_08_R2_2018_wav.midi,c,1748.50520833325,49.3316073315352,4.72462642918081,[0.131347352027425 0.0773615959147374 0.0605264379646435 0.125308966920479 0.0527067247617764 0.0811730059575922 0.0401774743122613 0.131076288608079 0.133239737273979 0.0436127836959415 0.085161013639472 0.0383086189236062],72,classical,,,,,,,,,,
1972,1972,1063,MIDI-Unprocessed_Schubert4-6_MID--AUDIO_09_R2_2018_wav.midi,F,2561.04296875003,60.3507338305644,4.18626211846635,[0.0936096699236715 0.0815105425290764 0.0886324540559705 0.0723133100254784 0.0662514099305935 0.137902443493584 0.0689643790570531 0.0639676029696303 0.0792248815145068 0.102514374805863 0.0914961346966949 0.0536127969978717],73,classical,,,,,,,,,,
1973,1973,1064,MIDI-Unprocessed_Schubert4-6_MID--AUDIO_10_R2_2018_wav.midi,F,2421.82421874999,65.5687172348832,4.42390650136914,[0.0958036866186571 0.0830446891607184 0.0968073905104286 0.0676783930069525 0.0635110442925711 0.146133472260995 0.0665031870706562 0.0660232095405215 0.0712669742433966 0.0982703288264909 0.090786417296461 0.0541712071721469],73,classical,,,,,,,,,,
1974,1974,1065,MIDI-Unprocessed_Schubert7-9_MID--AUDIO_11_R2_2018_wav.midi,c,1631.03255208326,49.3782126081948,5.10949539350107,[0.138860141459351 0.0730512164416218 0.0594215262958101 0.126371417440733 0.0520640485356948 0.0835106025063523 0.0404853790855813 0.131945135612388 0.130156013722609 0.0405199298994774 0.0836488700366047 0.0399657189637699],75,classical,,,,,,,,,,
1975,1975,1066,MIDI-Unprocessed_Schubert7-9_MID--AUDIO_15_R2_2018_wav.midi,D,2073.27213541643,58.5818117610136,4.06608105560792,[0.0764760002067531 0.065343389843515 0.165470161671981 0.0465028429094391 0.0810461221033802 0.0404606916549336 0.106871444456064 0.130404395805851 0.0246262381599409 0.109443822243858 0.0403451084262237 0.113009782518056],72,classical,,,,,,,,,,
1976,1976,1067,MIDI-Unprocessed_Schubert7-9_MID--AUDIO_16_R2_2018_wav.midi,c,1758.33333333325,54.3964319915293,4.74844400184941,[0.131403121053969 0.0741423370048004 0.0633877010212427 0.117823506720021 0.0565361315883449 0.0856946879925989 0.0409237562406844 0.130133866783916 0.127908841660281 0.0423532905774623 0.0855360375781078 0.0441567217785651],75,classical,,,,,,,,,,
1977,1977,1068,MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.midi,G#,362.475000000005,45.8779208690694,4.01434022294205,[0.134224609559189 0.0958537485529901 0.024805976573805 0.191763110825339 0.0266460794733558 0.102628325091355 0.021646635453204 0.0902793729940259 0.148620105377854 0.0210229448845388 0.121182105727736 0.0213269854865832],67,classical,,,,,,,,,,
1978,1978,1069,MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_03_Track03_wav.midi,D#,731.909375000009,44.938251533016,3.55955163734418,[0.107937562078079 0.0789953683801145 0.0698236872937077 0.129417963883154 0.0373571212854254 0.090917804227871 0.0398680462025225 0.112663100429535 0.120616212101131 0.039218956776582 0.117428680800014 0.0557554965418523],72,classical,,,,,,,,,,
1979,1979,1070,MIDI-Unprocessed_XP_01_R1_2004_03_ORIG_MID--AUDIO_01_R1_2004_04_Track04_wav.midi,D#,1700.46770833286,51.8495582464672,5.79267885284579,[0.1323251183752 0.0717664466779854 0.075369197606085 0.143193894281345 0.0239331432068518 0.124067130432198 0.0341900084762119 0.08727722674671 0.103668954719879 0.044086186201326 0.120599675105944 0.0395230181702578],78,classical,,,,,,,,,,
1980,1980,1071,MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.midi,G#,508.551041666676,50.4216087683374,5.06404980305789,[0.0963208334815671 0.124445336771006 0.036525099579423 0.134036584441896 0.0562098936144278 0.107615072581192 0.0367816852966886 0.0666685193340202 0.145658377979745 0.0318395909779364 0.118158914864804 0.0457400910772686],77,classical,,,,,,,,,,
1981,1981,1072,MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_06_Track06_wav.midi,a#,649.334375000008,53.721390574865,4.56881370746944,[0.0803820695582707 0.10189957452466 0.0874008773941155 0.0679207848802588 0.0937094118110832 0.108539086956705 0.089759872005339 0.071828548118759 0.0558170245169417 0.0731080991342595 0.0983097175932323 0.0713249335063618],75,classical,,,,,,,,,,
1982,1982,1073,MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,a#,417.865625000007,53.0585469386301,3.36848839882839,[0.113815467151507 0.122293272746095 0.0223973682528621 0.12870155066807 0.0231233877225699 0.136861863730564 0.0791636809310568 0.0439246537522408 0.098709080102883 0.0390833295284102 0.16761680548339 0.024309539930334],55,classical,,,,,,,,,,
1983,1983,1074,MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_02_Track02_wav.midi,D#,1955.73645833291,48.3707491006349,4.22617762877055,[0.0428341920816415 0.0754835197071968 0.0641289661177523 0.139944190811635 0.0723671414490766 0.0720712144785074 0.083536625196503 0.0842353800165105 0.126610090723412 0.0630885225949838 0.106687133581338 0.0690130232414364],80,classical,,,,,,,,,,
1984,1984,1075,MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_01_Track01_wav.midi,A,1475.25416666634,52.0412582788363,6.06119788446523,[0.0898031484283027 0.0648520719846955 0.0986025237185377 0.0392872603628687 0.162617838153651 0.0658138355014279 0.04640901907286 0.0475970610290708 0.0896523432223113 0.184878378724809 0.0241653021530983 0.0863212176483576],81,classical,,,,,,,,,,
1985,1985,1076,MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_02_Track02_wav.midi,C,629.195833333352,58.198772020001,4.31792103046423,[0.216800380830562 0.00696264599170889 0.121655371742385 0.00838662798059346 0.151908544913731 0.101232392898337 0.0130838221361259 0.239978049177261 0.00121767369930894 0.0450425316982422 0.000352245430246453 0.0933797135014772],53,classical,,,,,,,,,,
1986,1986,1077,MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.midi,g#,360.901041666671,68.5595353066517,2.05062895448257,[0.0584534234107636 0.100607227578728 0.0550733530164401 0.143454491833298 0.0921356639292153 0.0636317525970664 0.0813963234446323 0.0784315179851078 0.123549875978623 0.023375509207893 0.0880778231181789 0.0918130379000246],65,classical,,,,,,,,,,
1987,1987,1078,MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_05_Track05_wav.midi,f#,291.759375000007,52.5013980394977,6.30176310546498,[0.0706412761815359 0.162730709226759 0.0915284798299815 0.0106509539103985 0.100923551882148 0.0511102492000721 0.131590516821872 0.0358131727348962 0.115785850725553 0.109906551093192 0.0226695631672715 0.0966491252262589],79,classical,,,,,,,,,,
1988,1988,1079,MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav.midi,c,194.710416666668,71.7158829080221,4.69522851811421,[0.242883834449424 0.0430044673921776 0.0479786464710432 0.0800379795734435 0.0582961964427667 0.133157287812361 0.0047522942142811 0.111073836635635 0.1577072040392 0.00463836437666771 0.0862873588655341 0.0301825297273803],49,classical,,,,,,,,,,
1989,1989,1080,MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.midi,f#,530.723958333338,46.4670880185456,7.53464172580388,[0.0327601317128799 0.134857103492924 0.0804543984839025 0.0442423836331542 0.077546448035661 0.0801583301057412 0.113129036263798 0.0638177999704356 0.0978975810549683 0.0935548022409935 0.0831417309494232 0.0984402540560877],81,classical,1.0,,[0.000401536847828206 0.000827999940088774 9.11288549833151e-05 0.000521897497409332 0.000105394239058858 0.000235731835029225 8.34690894116568e-05 0.000836023256293753 0.000753479705609584 0.000494902613736095 0.00309904816118695 0.000161459357683281;0.00297238190294597 0.0912247553646378 0.0678688252297609 0.00744223905652132 0.000842169499671621 0.00871177145088172 0.00318146379958594 7.48608311243906e-05 0.00564589566984927 0.000444215276819059 0.00042459760322517 0.0252406502281764;0.000271342352448503 0.0171769595795191 0.000437758290143402 0.000501660813885236 0.124374162118022 0.000452476408824242 0.0137785897180977 0.00043222305659384 8.72201754746928e-05 0.00349763436595539 0.000216724666352257 0.000273011057263491;0.00154184939606686 0.00441832727158815 0.000395656721176637 0.000586333439574203 0.00110198784689605 0.000996072807512124 0.0122924844413241 0.000155927482953936 5.18744142461234e-05 9.50984256157874e-05 0.000343322581494976 0.000133274970160738;5.43472131061105e-05 0.00365983550683739 0.000632323863189595 0.00293583694800844 0.00336837574417599 0.000163846896803605 0.000325145014787309 0.00722509608551046 0.00100796502666487 0.0188170948530167 2.44317509167572e-06 0.0395886296792522;0.000939259437001998 0.00230536518087602 0.00351779126623248 0.00189475962894391 0.000216749139327631 0.00566260038773256 0.00188167163750936 0.00022054926063181 0.000615269553115986 0.000216707006681039 0.00110515932114284 0.000282523536382189;0.000142905815257408 0.00382727990826592 0.0153917040890934 0.00167636198535583 0.0283869146359734 0.00155406321445327 0.0332270200240832 0.00639990995295124 0.000638540577734029 0.000813994060333259 0.00709661270269434 0.0102843823476679;6.23226896855332e-05 0.000240757711156359 0.000268624739874889 1.43120984738515e-05 0.000665537749780235 0.00169737983477019 0.0182974347334236 0.00592280855368683 0.00494155462614127 0.0117951628727923 0.000502742034568082 0.000194448538951148;0.000953788917949349 0.00119754806111683 0.000339438165578509 0.00752526738660986 0.000174029856703359 0.0024017457508508 0.000862022802307124 0.00383986274978362 0.00666885713044616 0.000975558245470842 0.00624948003333835 0.000128135639577086;0.000563083183287393 0.002124442583885 0.0202754983349257 0.000123713250585841 0.000185804329326347 0.000226906626392659 0.00293611024530188 0.00874891419629269 0.00108443317398781 0.0468308768256674 0.000220663095043779 0.0220095417256464;0.000308664769910864 0.0015220471729225 0.000575841328206327 0.000305616227458595 0.0788775840043936 0.00161621450727309 0.000480877041954494 0.000635885338548488 0.0009006418273628 0.000395061647653415 0.00552085058830462 0.000566400659477666;0.000139783070907158 0.0121834112040584 0.0333878378564128 0.000392779960777633 0.00445406610211117 0.00183228490675583 0.000341027093176672 1.11734594530488e-05 0.00175568535115886 0.0586404061369173 7.479570277016e-05 0.00245535114947885],[0.0395188617337818 0.0144792816959507 0.0205102163437614 0.0101026293127306 0.0149094752657261 0.0116623216465132 0.0294512237217915 0.0326586020758004 0.0320749613516912 0.0418585983198687 0.118018971557875 0.0768456729778284 0.128899625044927 0.0699214883824547 0.0949700835340725 0.0482872353262871 0.0521125053185888 0.0328564896320635 0.00802825181573348 0.0324856184441507 0.00693063144460529 0.0195700053595322 0.0211160533331401 0.00716573127814773 0.0355654650827998],[0.128899625044927 0.146767161360283 0.212989055091947 0.0901458336461559 0.08418746667028 0.0655150917078639 0.037479475537525 0.044147940090664 0.0218401067103313 0.0296726346722628 0.0416262696769015 0.0216450129740985 0.0750843268165816],[-0.0471780235523956 -0.108216302541237 0.0713137451438117 0.23801100994492 0.00302048812120298 -0.571592094041152 0.471670858365621 -0.365329891787865 0.319060850220067 0.0145541984444245 -0.337886164658565 -0.0526527548237788],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 5.2847923315412e-05 0 0 0 0 0 0 0 0.000999871004457526 0.000417565315859605 0.000478118310466731 0.00190223961552328 0 0.000358447066451167 0.000217997351954418 0.00276345516023569 0 5.89227104106126e-05 0.000249305687717853 0.000199255069330583 0.00194989201949517 0;0 0 0 0 0.000107912003213573 0 0 7.84473984118832e-05 0 0 0.00754079265548545 0.000229698322819886 0.000432578360497531 0.0010582148932856 0.00095028414538398 0 3.91062304272423e-05 0.000120946075173382 0.000568555501213388 0.000213490498761596 0.000116583910720811 0.000381533802177412 0.00326586114155558 0.000232429636043372 0;0 0 0 0 0.000246532772399348 0 0.000110733360737697 0 0.00064428314487983 0.00094092353891814 0 0.000469474055013759 0.000988796816901936 0.00258163438446298 0.000289960012431204 0 0.00232193410506766 0.0021959394191384 0.000160538240276102 0.00119638734201791 0.000194438882347554 0.00107651624902096 7.19264044068232e-05 0.000211494188361687 0;0 0 0 0 0 0.000405550380231206 0 0 0.00193859845860821 0 5.63110384113736e-05 0 0.000375770566229348 0.0015701577014676 0.000898630071111714 0.00104979666236613 0.00321742207447514 0.000358289353701604 0.000350033777594745 0 0.00225329438855031 0.00108733280093607 0 0.000143764193084848 0;0 0 0 0 0 0 0 0 0 0.000149054673205457 0.000109139843071184 0.000220248947731464 0.00198519386381305 4.07191375372704e-05 8.9027125201941e-05 0.00404731714190489 0.00629119940856828 0.00252723377932916 0.000133123356440172 0.00669190133399476 0.000813139518965208 0.000124267897413626 0.00118572253368219 0 0;0 0 0.000139540235553136 0 0.00014057069733672 0 0 0 0 0 0 0.000279448557080665 0 0.000521266992396012 0.000467130685824598 0.000642102841225805 0.00220143443027339 0.000143281679764381 0.000216239871240442 0.011217375630445 9.50169989638307e-05 0 0.000554781710104296 0.000161311383720357 0;0 0.00194078857022099 4.23806083830597e-05 0 1.59982898490922e-05 6.23629790575624e-05 0.000281696579959676 0.00102544775171336 0.000151865769514437 0.000242151455329813 0.00205560417471499 0.00078379398346541 0.00429103999058761 0.00235458670879915 9.32127250590875e-05 0.00791644432756971 0.000466409620748597 0.00508691362520514 0.000167004519343268 0.00147198734214998 9.33255221366487e-05 0.00184945617610422 0 0 0;0 0.00155452474670626 0.00014793657460059 0 0.00278792068086679 0.000632259902185138 0 0.000889857802134202 0.000331394968124595 0.00227943440277076 0.000385513181888547 0.00593386883114238 0.00874231938321111 0.00215097983353073 0.00124574377884913 0.00155090030489943 0.00642035618086223 0.000860831871145724 0.000292632319927441 0.000506247138194306 0.000176559674384267 0.000545297373443827 0.000647239115583853 0 0;0 0.00122473292346644 0.000695321471894263 0.000376048533242909 0 0.000385691973889528 4.73616048340301e-05 0.00213301529695016 0.00153579058431461 0.00190354471292986 0.00765459318558148 0.000660800313002264 0.00414086780684567 0.00843103853401165 9.80912454602849e-05 0.00145884432149391 0.00560705076386598 0.00376711724896662 0.000163275212992404 0.00169689049043893 0.000363158401603695 0.00028805846030752 0 0 0;0 0.000277918879325778 0.0016023931424954 0.00436281182092394 0.000595427291977111 0.000564810900250318 0.0015989248142099 0.0018874860872349 0.00267694332796902 0.00968456578611425 0.00957773511127937 0.0111022673132644 0.0199420344466605 0.00197548768026473 0.0160493211304018 0.00223547201684945 0.00680561417404652 0.00561184040768838 0.000804747704202895 0.000959259210893733 0.000115633534385626 0.000146018419281262 0.00806563122214387 0.00363344551361799 0;0 0.000130087272536226 0.000414373061662707 0.000600144350875425 0.000969751908332157 0.00246742114261013 0.00198637761294293 0.0023738180386514 0.00145646252290324 0.000210294615189989 0.0202089602891611 0.00610019902244708 0.00684943454538997 0.0104745984328355 0.000823948260764153 0.00170210529009755 0.0028955621033038 0.00369326055144408 0.00377746453762177 0.000141915576275537 0.000227804220081554 0.00279151487321646 0.000858424117241533 0.00122190896960749 0;0 0.00158077735360377 0.00595399887135906 0.00348511581641766 0.00311475111715516 0.00403077743056803 0.000718619476352661 0.00431938860026566 0.00993136066764468 0.00942288699080354 0.0111357137266286 0.00945424678669812 0.0754478699357931 0.0176577118832146 0.0214468636645883 0.00386806457941258 0.0134233794706707 0.00509591280380896 0.000476703081351975 0.00457473605134779 0.000698680918612205 0.00180269217956301 0.000400834358128004 2.98457917708418e-05 0;0 0.000693426988589529 0.00157761551462735 0 4.89803222622727e-05 0.000723380152385822 0 0.00131426719118766 0.00211433537934507 0.00428580467119956 0.00281831777159687 0.0098506311422853 0.00534263292185879 0.00595915089101129 0.0179244817523619 0.00680839987762058 0.000966728320495851 0.00092001533385612 0.00163277049186977 0.000824576906285267 0.000213885609740192 0.000418342845813373 0.000907993965703025 0.000161946937475577 0;0 0.0011361888573235 0.000162062241973529 0.000747616413280266 0.000289248952843301 0.016730208201113 0.000882733275765215 0.00932224389619138 0.00652383944630123 0.00122828049970027 0.0235833383946683 0.000639472884335032 0.00395114782187984 0.0011452728049772 0.00175678103269388 0.00924752717020791 0.000575802800934975 0.000371097904361283 0 0.000132715266682621 0 7.49937980474531e-05 0.000131941139333854 0 0;0 0.0010412055701046 0.000120534428915161 0 0.000614220898221958 0.000447299343031172 0.00130763730143714 0.00156669892803138 0.000678771000925122 0.00304226407758925 0.00389761381364156 0.0054720923576104 0.0106272004672657 0.00317919331386621 0.0104119189773145 0.0011835771333804 0.00531245371925457 0.00036902301999226 0 0.000177810440693943 0.000425699329058119 0.000911578246992692 0 0 0;0 0.000182059209989043 0.000150558978661717 0.000234900686169919 0.000520657095927911 0.00187935489420132 0.0158726894164215 0.000858181039921725 0.00255218115596113 0.00715689955402761 0.00608812095900914 0.00586974658252133 0.00908917060737531 0.000898287629468225 0.00249874743929988 0.000507041999716583 0.00807019801262281 0.000996943784149309 0.000146522348893128 0.000124637158018856 0.000938639100610857 0.00468850569168367 0.000117939642324664 2.98457917708429e-05 0;0 0 0.000329402831773957 0.00050723729016971 0.000875030516808598 0.00259519906501729 0.00145741304457828 0.00130485532352605 0.000689320463656332 0.000811819098214462 0.00193851220981034 0.00827893420569154 0.0118647154608088 0.000376603509883111 0.000346925151889608 0.0017766358559635 0.00038078053692334 0.00211912822289999 0.000433626034921656 0.000683595003829157 0.000222099991369145 0 0.000376873846490692 0.000792248955005148 0;0 0.00064014296732202 0 0.000767288320203495 0.000246670424819138 7.67572666508839e-05 0.000381228764538249 0 0.00392252640462872 0.00143853139254432 0.000591091681107613 0.00257791869807026 0.000208454639390507 0.00161070983171962 0 0 0.000761988206126525 0.000470885818611829 6.29891311328989e-05 0 0.00026034848332361 0 0 0 0;0 0 0.00688809456731874 0.00245853688226218 0.00208834795986419 0 0.000301329972261415 0.00380939596075096 0.000181155115814962 0.000538293221613654 0.0028393682539679 0.000446239546768925 0.00722890533698553 7.65633262185127e-05 0.00381857557275113 0 5.94366987157804e-05 0.000247092911915188 0 0 0 0.00182281141282545 0 0 0;0 0.000106509478233884 0 0.000165987256256077 0.000429428709075564 0.0002836627676626 0 0.000542039078289529 0.000163073882385841 0.000343182670045902 0.000658781726991422 5.42839067227945e-05 0.00221637708566343 0.000182489698178231 0.000596751858494393 0.00054589080988212 0.000933103691836394 0 0 0.00161680642681763 0.000171322761239561 0 0 0 0;0 0.000435651576681513 0.000275060736741074 0.000352634081826204 0.00234128457408604 0 0.000104643560176816 0.000107860749838187 0.000280609383837162 0.000268571945714397 0.00389580295437997 0.000406725488288738 0.00828787163062671 0.000659391170382334 0.000103370723865362 0.00172399258678846 0 0.000933513751395038 7.199976489195e-05 0 0 0.000536706061561536 0 0 0;0 0.00113188260028884 0 4.23017903247998e-05 0.000518940964084405 0.00373179910945849 0 0.000973233008846141 0.000426776712739868 0.000183852980965677 0.000296405048331005 0.00108348800482296 0.00675016462312752 5.19069252282318e-05 0.000158137751363658 0.000922617629192524 0 0.000120017153424857 7.95941094879628e-05 0 0 0 0 0 0;0 0.000913158873910899 0 6.70846015236748e-05 0.000893623640326362 0.000359192018968529 9.90429746169558e-05 0.0018706450547711 4.87646140193291e-05 0.000100346215142469 0.00224652576483336 0.000369919198761603 0.00112782515570846 0.000135001781119575 0 0 0 0.000715173671490492 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],7.39801148458569,8.8757702832244,7.10203340595498
1990,1990,1081,MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_01_Track01_wav.midi,G,1024.92708333339,48.0200773757793,2.73229214038708,[0.0944687621840781 0.0504088646093547 0.159479438149255 0.0349230020873478 0.0804703987527181 0.0456578175576405 0.0955823860945428 0.145314608671864 0.022307171581482 0.117711648669352 0.0447262107922307 0.108949690850127],70,classical,,,,,,,,,,
